5.040000 -0.200000
5.040000 -0.005061
5.040000 0.189973
5.040000 0.385197
5.040000 0.580706
5.040000 0.776595
5.040000 0.972955
5.040000 1.169880
5.040000 1.367462
5.040000 1.565789
5.040000 1.764950
5.040000 1.965033
5.040000 2.166122
5.040000 2.368301
5.040000 2.571650
5.040000 2.776249
5.040000 2.982174
5.040000 3.189498
5.040000 3.398294
5.040000 3.608631
5.040000 3.820574
5.040000 4.034187
5.040000 4.249529
5.040000 4.466660
5.040000 4.685632
5.040000 4.906498
5.040000 5.129306
5.040000 5.354100
5.040000 5.580925
5.040000 5.809817
5.040000 6.040814
5.040000 6.273949
5.040000 6.509251
5.040000 6.746747
5.040000 6.986461
5.040000 7.228415
5.040000 7.472626
5.040000 7.719110
5.040000 7.967880
5.040000 8.218945
5.040000 8.472313
5.040000 8.727988
5.040000 8.985973
5.040000 9.246268
5.040000 9.508871
5.040000 9.773777
5.040000 10.040979
5.040000 10.310468
5.040000 10.582235
5.040000 10.856267
5.040000 11.132550
5.040000 11.411067
5.040000 11.691802
5.040000 11.974736
5.040000 12.259849
5.040000 12.547118
5.040000 12.836523
5.040000 13.128037
5.040000 13.421638
5.040000 13.717299
5.040000 14.014993
5.040000 14.314694
5.040000 14.616372
5.040000 14.920000
5.280000 -4.227027
5.280000 -4.014206
5.280000 -3.803070
5.280000 -3.593550
5.280000 -3.385574
5.280000 -3.179068
5.280000 -2.973956
5.280000 -2.770157
5.280000 -2.567590
5.280000 -2.366169
5.280000 -2.165807
5.280000 -1.966416
5.280000 -1.767904
5.280000 -1.570177
5.280000 -1.373143
5.280000 -1.176703
5.280000 -0.980762
5.280000 -0.785221
5.280000 -0.589980
5.280000 -0.394940
5.280000 -0.200000
5.280000 -0.005061
5.280000 0.189973
5.280000 0.385197
5.280000 0.580706
5.280000 0.776595
5.280000 0.972955
5.280000 1.169880
5.280000 1.367462
5.280000 1.565789
5.280000 1.764950
5.280000 1.965033
5.280000 2.166122
5.280000 2.368301
5.280000 2.571650
5.280000 2.776249
5.280000 2.982174
5.280000 3.189498
5.280000 3.398294
5.280000 3.608631
5.280000 3.820574
5.280000 4.034187
5.280000 4.249529
5.280000 4.466660
5.280000 4.685632
5.280000 4.906498
5.280000 5.129306
5.280000 5.354100
5.280000 5.580925
5.280000 5.809817
5.280000 6.040814
5.280000 6.273949
5.280000 6.509251
5.280000 6.746747
5.280000 6.986461
5.280000 7.228415
5.280000 7.472626
5.280000 7.719110
5.280000 7.967880
5.280000 8.218945
5.280000 8.472313
5.280000 8.727988
5.280000 8.985973
5.280000 9.246268
5.280000 9.508871
5.280000 9.773777
5.280000 10.040979
5.280000 10.310468
5.280000 10.582235
5.280000 10.856267
5.280000 11.132550
5.280000 11.411067
5.280000 11.691802
5.280000 11.974736
5.280000 12.259849
5.280000 12.547118
5.280000 12.836523
5.280000 13.128037
5.280000 13.421638
5.280000 13.717299
5.280000 14.014993
5.280000 14.314694
5.280000 14.616372
5.280000 14.920000
5.520000 -4.227027
5.520000 -4.014206
5.520000 -3.803070
5.520000 -3.593550
5.520000 -3.385574
5.520000 -3.179068
5.520000 -2.973956
5.520000 -2.770157
5.520000 -2.567590
5.520000 -2.366169
5.520000 -2.165807
5.520000 -1.966416
5.520000 -1.767904
5.520000 -1.570177
5.520000 -1.373143
5.520000 -1.176703
5.520000 -0.980762
5.520000 -0.785221
5.520000 -0.589980
5.520000 -0.394940
5.520000 -0.200000
5.520000 -0.005061
5.520000 0.189973
5.520000 0.385197
5.520000 0.580706
5.520000 0.776595
5.520000 0.972955
5.520000 1.169880
5.520000 1.367462
5.520000 1.565789
5.520000 1.764950
5.520000 1.965033
5.520000 2.166122
5.520000 2.368301
5.520000 2.571650
5.520000 2.776249
5.520000 2.982174
5.520000 3.189498
5.520000 3.398294
5.520000 3.608631
5.520000 3.820574
5.520000 4.034187
5.520000 4.249529
5.520000 4.466660
5.520000 4.685632
5.520000 4.906498
5.520000 5.129306
5.520000 5.354100
5.520000 5.580925
5.520000 5.809817
5.520000 6.040814
5.520000 6.273949
5.520000 6.509251
5.520000 6.746747
5.520000 6.986461
5.520000 7.228415
5.520000 7.472626
5.520000 7.719110
5.520000 7.967880
5.520000 8.218945
5.520000 8.472313
5.520000 8.727988
5.520000 8.985973
5.520000 9.246268
5.520000 9.508871
5.520000 9.773777
5.520000 10.040979
5.520000 10.310468
5.520000 10.582235
5.520000 10.856267
5.520000 11.132550
5.520000 11.411067
5.520000 11.691802
5.520000 11.974736
5.520000 12.259849
5.520000 12.547118
5.520000 12.836523
5.520000 13.128037
5.520000 13.421638
5.520000 13.717299
5.520000 14.014993
5.520000 14.314694
5.520000 14.616372
5.520000 14.920000
5.760000 -4.227027
5.760000 -4.014206
5.760000 -3.803070
5.760000 -3.593550
5.760000 -3.385574
5.760000 -3.179068
5.760000 -2.973956
5.760000 -2.770157
5.760000 -2.567590
5.760000 -2.366169
5.760000 -2.165807
5.760000 -1.966416
5.760000 -1.767904
5.760000 -1.570177
5.760000 -1.373143
5.760000 -1.176703
5.760000 -0.980762
5.760000 -0.785221
5.760000 -0.589980
5.760000 -0.394940
5.760000 -0.200000
5.760000 -0.005061
5.760000 0.189973
5.760000 0.385197
5.760000 0.580706
5.760000 0.776595
5.760000 0.972955
5.760000 1.169880
5.760000 1.367462
5.760000 1.565789
5.760000 1.764950
5.760000 1.965033
5.760000 2.166122
5.760000 2.368301
5.760000 2.571650
5.760000 2.776249
5.760000 2.982174
5.760000 3.189498
5.760000 3.398294
5.760000 3.608631
5.760000 3.820574
5.760000 4.034187
5.760000 4.249529
5.760000 4.466660
5.760000 4.685632
5.760000 4.906498
5.760000 5.129306
5.760000 5.354100
5.760000 5.580925
5.760000 5.809817
5.760000 6.040814
5.760000 6.273949
5.760000 6.509251
5.760000 6.746747
5.760000 6.986461
5.760000 7.228415
5.760000 7.472626
5.760000 7.719110
5.760000 7.967880
5.760000 8.218945
5.760000 8.472313
5.760000 8.727988
5.760000 8.985973
5.760000 9.246268
5.760000 9.508871
5.760000 9.773777
5.760000 10.040979
5.760000 10.310468
5.760000 10.582235
5.760000 10.856267
5.760000 11.132550
5.760000 11.411067
5.760000 11.691802
5.760000 11.974736
5.760000 12.259849
5.760000 12.547118
5.760000 12.836523
5.760000 13.128037
5.760000 13.421638
5.760000 13.717299
5.760000 14.014993
5.760000 14.314694
5.760000 14.616372
5.760000 14.920000
6.000000 -4.227027
6.000000 -4.014206
6.000000 -3.803070
6.000000 -3.593550
6.000000 -3.385574
6.000000 -3.179068
6.000000 -2.973956
6.000000 -2.770157
6.000000 -2.567590
6.000000 -2.366169
6.000000 -2.165807
6.000000 -1.966416
6.000000 -1.767904
6.000000 -1.570177
6.000000 -1.373143
6.000000 -1.176703
6.000000 -0.980762
6.000000 -0.785221
6.000000 -0.589980
6.000000 -0.394940
6.000000 -0.200000
6.000000 -0.005061
6.000000 0.189973
6.000000 0.385197
6.000000 0.580706
6.000000 0.776595
6.000000 0.972955
6.000000 1.169880
6.000000 1.367462
6.000000 1.565789
6.000000 1.764950
6.000000 1.965033
6.000000 2.166122
6.000000 2.368301
6.000000 2.571650
6.000000 2.776249
6.000000 2.982174
6.000000 3.189498
6.000000 3.398294
6.000000 3.608631
6.000000 3.820574
6.000000 4.034187
6.000000 4.249529
6.000000 4.466660
6.000000 4.685632
6.000000 4.906498
6.000000 5.129306
6.000000 5.354100
6.000000 5.580925
6.000000 5.809817
6.000000 6.040814
6.000000 6.273949
6.000000 6.509251
6.000000 6.746747
6.000000 6.986461
6.000000 7.228415
6.000000 7.472626
6.000000 7.719110
6.000000 7.967880
6.000000 8.218945
6.000000 8.472313
6.000000 8.727988
6.000000 8.985973
6.000000 9.246268
6.000000 9.508871
6.000000 9.773777
6.000000 10.040979
6.000000 10.310468
6.000000 10.582235
6.000000 10.856267
6.000000 11.132550
6.000000 11.411067
6.000000 11.691802
6.000000 11.974736
6.000000 12.259849
6.000000 12.547118
6.000000 12.836523
6.000000 13.128037
6.000000 13.421638
6.000000 13.717299
6.000000 14.014993
6.000000 14.314694
6.000000 14.616372
6.000000 14.920000
